Regions,Sectors,PathTimes,GROWTH_KAP,GROWTH_OUT,EULER_INTEGRAND,EULER_RATIO
GLD,A,0,-0.04998381497186926,,1.3390883839296028,
GLD,B,0,-0.049995278933850335,,2.7707397876856223,
GLD,C,0,-0.029802757451750414,,15.66197965705954,
GLD,D,0,-0.04999004979781198,,3.272464960668575,
GLD,E,0,-0.049971160946365674,,3.850255687644096,
GLD,F,0,-0.04998125938151018,,1.8525925803969803,
GLD,G,0,-0.049987301582018404,,0.21292749884902148,
GLD,H,0,-0.0499860505141298,,2.2073761272149692,
GLD,I,0,-0.049988944316449145,,1.7428466260392455,
GLD,J,0,-0.04996399612730774,,1.5209100777657405,
GLD,K,0,-0.04997806890201456,,3.788208881582969,
GLD,L,0,-0.04998814004039092,,4.425123178987652,
GLD,M,0,-0.049984363280149706,,1.4066059436249185,
GLD,N,0,-0.04998574647647723,,1.0158686504921575,
GLD,O,0,-0.04998256718634113,,0.29551965671695857,
GLD,P,0,-0.04995171494676409,,6.161647131848962,
GLD,Q,0,-0.04997383002752711,,3.340878613816915,
GLD,R,0,-0.04995514966287447,,2.661422940909347,
GLD,S,0,-0.049987435945778924,,1.8590333605879679,
GLD,A,1,-0.04998292475516246,0.133408721497087,1.105498849306315,0.9943267835102821
GLD,B,1,-0.04998887868996424,0.06377903565023907,1.8882246386680703,0.9583887161317955
GLD,C,1,0.345771536616996,0.23857247648567403,4.303823926955134,0.587935255984711
GLD,D,1,-0.04997866581939043,0.15709757303981856,2.2237100503786817,0.9602077183195253
GLD,E,1,0.16587836449924745,0.6227112404759588,2.9072521698156946,0.816429210322595
GLD,F,1,-0.04994977241779203,0.2900616168226284,1.5910209295467743,0.9958351485402944
GLD,G,1,-0.04998663526357077,4.532569653632919,0.25696761952823216,1.1372710913705029
GLD,H,1,-0.04991349485791922,0.2436951538169282,1.849061780394716,0.9910674502437241
GLD,I,1,-0.04998541552304328,0.35802896768079473,1.5028221707241765,0.9960111429883995
GLD,J,1,-0.04994956300555299,0.23763935453552532,1.2924138417455846,0.9993870987452468
GLD,K,1,-0.049959146029539464,0.13973686992077594,2.4199256019457747,0.9696160696876229
GLD,L,1,-0.02145657192079266,0.06929806022768661,3.262320972124575,0.9556697225294678
GLD,M,1,-0.04997585469838025,0.45588801382151833,1.2566401640127718,0.9943492186492084
GLD,N,1,-0.04998499878241847,0.31342979615515326,0.8139335848396803,0.9782264390138669
GLD,O,1,-0.04998165235345726,5.133293369542289,0.3673560966439472,1.1552382835298556
GLD,P,1,-0.04993864239718207,0.18054473260919582,2.1898746917047323,0.7751555573058045
GLD,Q,1,-0.0499533823933131,0.3743719009805124,2.2445849647271543,0.9406609966818007
GLD,R,1,-0.049882383278634125,0.07006146763354039,1.7169875632471443,1.0005372238668642
GLD,S,1,-0.049986711859048454,0.1722145819738648,1.5247835831704908,0.9880553437869137
GLD,A,2,-0.049978684429156525,0.2568255329568436,1.0930929583306712,1.0131216209856615
GLD,B,2,-0.0499873063840509,0.0762879014619954,1.762352621945225,1.0273459744774234
GLD,C,2,0.3639705952832363,0.3394137152330461,2.728357479004452,0.9360033887563984
GLD,D,2,-0.04995287196749527,0.17230381381943863,2.030687757321145,1.016250477059571
GLD,E,2,0.3380491287766468,0.5897907808595286,2.1281616234887073,0.7277067287232755
GLD,F,2,-0.04994122922660707,0.36684643677242584,1.5600409555234904,1.0114589433330068
GLD,G,2,-0.04998593181269198,0.4617528675082014,0.27011398003930487,1.063718285070742
GLD,H,2,-0.049873794999278784,0.37807966598052206,1.7991366164201765,1.01036338904702
GLD,I,2,-0.04998359010917761,0.2936998595766312,1.4412547573730092,1.0190820677341081
GLD,J,2,-0.04993974325715918,0.31049539070679516,1.2597663048953662,1.0086905034430984
GLD,K,2,-0.049885356393094014,0.1268938072803682,2.0970635124139854,1.0105002513346992
GLD,L,2,0.11690308798365621,0.08373493186081997,2.337045899268249,0.8005984824608956
GLD,M,2,-0.04997001434767558,0.40271237426895057,1.2625342089622482,1.0220824578432615
GLD,N,2,-0.04998420894942942,0.32746915725628195,0.7977561557686202,1.0164557977825195
GLD,O,2,-0.04998068658392212,0.46135363614140834,0.3845322335591298,1.065879220331473
GLD,P,2,-0.04994259176468711,0.3030538004022263,1.7184456397784083,0.9944367255758574
GLD,Q,2,-0.04994149894953533,0.37580303818156197,1.9606444218057228,1.0084952167243193
GLD,R,2,-0.04987713630272634,0.06396201153864894,1.4737576926117102,1.0085294901510427
GLD,S,2,-0.049973268390604855,0.38621762914900964,1.5033187784605724,1.0110702070715607
GLD,A,3,-0.04996752293699824,0.25919382199371893,1.0827599614915056,1.0118888404851016
GLD,B,3,-0.04990260027229131,0.0823119851127361,1.6923856490539009,1.0312112227719843
GLD,C,3,0.3816869651040364,0.3493346306178678,1.8906722563579912,0.8776754356569777
GLD,D,3,-0.011219547917338734,0.19932354357556664,1.8372051952113138,0.9898694429180098
GLD,E,3,0.4142837130925554,0.5448431626906116,1.594119042916373,0.7353132826569218
GLD,F,3,-0.04981680672856655,0.3294219469139955,1.5115419498048568,1.010496616863287
GLD,G,3,-0.04998519090453655,0.3348521689617162,0.2804049351893437,1.0511743544136267
GLD,H,3,-0.04978005886347515,0.34679034322235724,1.719903247457065,1.0099402397301986
GLD,I,3,-0.04996445115649287,0.25433307856840714,1.3782700224551228,1.0178462853674364
GLD,J,3,-0.049917182196933044,0.27473741786727657,1.2251681168626392,1.0077791185165965
GLD,K,3,0.03311734199730854,0.19208969991535715,1.7972469915927411,0.9662635790391234
GLD,L,3,0.21225600771300335,0.1908002844308999,1.6268825448573017,0.7249052527087863
GLD,M,3,-0.0499378581445646,0.3671351353542319,1.2595172005278323,1.0190366315720982
GLD,N,3,-0.04998337572866139,0.31758236771394854,0.7933686943196838,1.0149052346712955
GLD,O,3,-0.04997966908923691,0.37504812563896117,0.3967128239663911,1.0529006930744789
GLD,P,3,-0.0499141201529421,0.3059004619687298,1.4840310620747386,1.007943135342536
GLD,Q,3,-0.049732735088990176,0.33453928386171394,1.7351152656445268,1.0108550409282617
GLD,R,3,-0.049758308162750876,0.08755636102613726,1.3272026964465742,1.0076605939096783
GLD,S,3,-0.04990875960565807,0.335648851653283,1.4675135821855072,1.0102655141475267
GLD,A,4,-0.04991925573356439,0.23061808568570258,1.0544163020343322,1.0107753968548738
GLD,B,4,0.0826433849464498,0.08355562680960438,1.3586468702490753,0.8711210664921762
GLD,C,4,0.36144362373782585,0.35268489404649095,1.4308078800396373,0.8907782605412052
GLD,D,4,0.15367951385520054,0.2098091192171808,1.434781257365083,0.8702626420088777
GLD,E,4,0.3808852063611586,0.5441974288531533,1.342555232439711,0.828242199387408
GLD,F,4,-0.049101287062138295,0.28706925211760304,1.4184995497082666,1.0096018697649785
GLD,G,4,-0.049984410507780935,0.2819590170383696,0.2885017594085844,1.0423530960452818
GLD,H,4,0.01756147738572341,0.2965190330201818,1.5542223614790243,0.9906670872426062
GLD,I,4,-0.04979363442382921,0.22946969557966307,1.2961467840572334,1.016939698397081
GLD,J,4,-0.04955464762844561,0.2636436276005487,1.1714305905651403,1.0070202561722028
GLD,K,4,0.18193444276259269,0.2493382323421086,1.4312360109912257,0.9071863849790689
GLD,L,4,0.256377210914039,0.2575946105315025,1.2025508139800103,0.7112966810509481
GLD,M,4,-0.04973636591704905,0.3491581289980259,1.2282873039126538,1.0169749966722312
