Regions,Sectors,PathTimes,KAP
GLD,A,0,0.33356288386265637
GLD,B,0,2.955413881758886
GLD,C,0,0.34646517155313755
GLD,D,0,1.221932954265895
GLD,E,0,0.6241887920106985
GLD,F,0,0.22789243470867523
GLD,G,0,0.3560974076706063
GLD,H,0,0.2292570862548624
GLD,I,0,0.7392711156495482
GLD,J,0,0.06955780240887793
GLD,K,0,0.699881895375139
GLD,L,0,3.316498821702517
GLD,M,0,0.39513887628332794
GLD,N,0,0.1520970200167138
GLD,O,0,0.24918359106110982
GLD,P,0,0.22196627868487728
GLD,Q,0,0.27267310658519067
GLD,R,0,0.02369436025400825
GLD,S,0,0.22664258269923487
GLD,A,1,0.3169356290627795
GLD,B,1,2.8076688207203673
GLD,C,1,0.6759430940490488
GLD,D,1,1.160918392364317
GLD,E,1,0.6267755204419794
GLD,F,1,0.21656538807014325
GLD,G,1,0.33831650688468257
GLD,H,1,0.36120048094310603
GLD,I,1,0.7023376415837163
GLD,J,1,0.0661359543100252
GLD,K,1,0.6649164917721366
GLD,L,1,3.150719447125694
GLD,M,1,0.37541401129922025
GLD,N,1,0.1445996706041322
GLD,O,1,0.2367519380127502
GLD,P,1,0.210891970378571
GLD,Q,1,0.25906743334630705
GLD,R,1,0.022531476463669202
GLD,S,1,0.30055631146170536
GLD,A,2,0.3012236880324771
GLD,B,2,2.6673280656410454
GLD,C,2,1.1175643482526008
GLD,D,2,1.2609313330754008
GLD,E,2,0.9627699577744927
GLD,F,2,0.2061712425062299
GLD,G,2,0.3214246409971097
GLD,H,2,0.570666998103578
GLD,I,2,0.6672709032911286
GLD,J,2,0.06305146451756775
GLD,K,2,0.6317454128089128
GLD,L,2,2.993506300052541
GLD,M,2,0.3568168621730753
GLD,N,2,0.1986401147287357
GLD,O,2,0.22494185614944745
GLD,P,2,0.2004179178171713
GLD,Q,2,0.2461847745079533
GLD,R,2,0.021478018783594652
GLD,S,2,0.4847172034972126
GLD,A,3,0.3444981824310692
GLD,B,3,2.5340094827407076
GLD,C,3,1.665072420396369
GLD,D,3,1.3493406217779664
GLD,E,3,1.2441033543694124
GLD,F,3,0.2749794432672725
GLD,G,3,0.3053773783864087
GLD,H,3,0.5843073874183745
GLD,I,3,0.6339558841392514
GLD,J,3,0.09134244427540218
GLD,K,3,0.6002359196236706
GLD,L,3,2.9218773373242155
GLD,M,3,0.3418762975337761
GLD,N,3,0.18973660252812358
GLD,O,3,0.2137222899390471
GLD,P,3,0.19047585939786585
GLD,Q,3,0.2339484133903142
GLD,R,3,0.020493352369015564
GLD,S,3,0.4732478889042083
GLD,A,4,0.43325760533144936
GLD,B,4,2.4073576150117293
GLD,C,4,2.183627448379123
GLD,D,4,1.3629005808490917
GLD,E,4,1.3819119991494837
GLD,F,4,0.3450795897946894
GLD,G,4,0.2901324786486774
GLD,H,4,0.5553334918622476
GLD,I,4,0.6023041313394498
GLD,J,4,0.14851935925998339
GLD,K,4,0.5703019179608371
GLD,L,4,2.8327686021313627
GLD,M,4,0.3252321034260626
GLD,N,4,0.1803338779297495
GLD,O,4,0.2030637020232353
GLD,P,4,0.18103208784451758
GLD,Q,4,0.22236052166811987
GLD,R,4,0.019561124601249657
GLD,S,4,0.4497308070448374
GLD,A,5,0.4681003526478548
GLD,B,5,2.287055573889916
